date,product_name,demand
2025-04-27,Sushi Rice,52.0
2025-04-28,Solar String Lights,87.0
2025-04-28,Maple Pecan Granola,27.0
2025-04-30,Organic Whole Wheat Flour,12.0
2025-05-01,Asian Stir-Fry Vegetables,35.0
2025-05-01,Kale Caesar Salad Kit,3.0
2025-05-03,Vanilla Protein Powder,62.0
2025-05-03,Scented Candle Set,78.0
2025-05-05,Thyme,15.0
2025-05-06,Buffalo Cauliflower Bites,67.0
2025-05-06,Truffle Parmesan Fries,41.0
2025-05-06,Crispy Tofu Bites,62.0
2025-05-06,LED Camping Lantern with USB Charging,92.0
2025-05-07,Tomato Basil Pasta Sauce,27.0
2025-05-07,Roasted Garlic Pasta Sauce,18.0
2025-05-08,Ribbed Knit Dress,83.0
2025-05-08,Lentils,57.0
2025-05-08,Window Bird Feeder,45.0
2025-05-09,Fitness Jump Rope with LCD Counter,83.0
2025-05-09,Sweet Chili Dipping Sauce,67.0
2025-05-10,Heart-Shaped Baking Molds,52.0
2025-05-13,LED Camping Lantern with USB Charging,34.0
2025-05-16,Pressure Washer Accessories Kit,15.0
2025-05-17,Portable Pet Stroller,53.0
2025-05-17,Kids' Building Blocks,54.0
2025-05-17,Adjustable Height Standing Desk Converter,33.0
2025-05-17,Traditional Hummus,45.0
2025-05-17,Ice Cream Maker,29.0
2025-05-18,Chocolate Chip Energy Balls,26.0
2025-05-19,High-Top Leather Boots,70.0
2025-05-20,Electric Griddle,66.0
2025-05-21,Turkey Bacon,48.0
2025-05-22,Instant Pot,20.0
2025-05-22,Green Tea Matcha Powder,46.0
2025-05-22,Car Vacuum Cleaner,27.0
2025-05-22,Almond Flour Pizza Crust,8.0
2025-05-26,Microfiber Cleaning Cloth Set,22.0
2025-05-26,Reflective Safety Vest,33.0
2025-05-26,Microfiber Cleaning Cloth Set,72.0
2025-05-28,Balsamic Fig Dressing,86.0
2025-05-29,Solar Garden Lights,36.0
2025-05-30,Cable Knit Cardigan,36.0
2025-05-31,Tomato Basil Soup,100.0
2025-05-31,Travel Beach Blanket,69.0
2025-05-31,Fitness Tracker Band,52.0
2025-05-31,Fall-Themed Table Runner,35.0
2025-06-01,Smart Thermostat,27.0
2025-06-04,Nordic Berry Smoothie,3.0
2025-06-04,Microfiber Cleaning Cloth Set,23.0
2025-06-04,Ramen Noodles,6.0
2025-06-05,Manual Coffee Grinder,55.0
2025-06-05,Cocktail Shaker Set,98.0
2025-06-05,Wooden Children's Play Kitchen,12.0
2025-06-08,Basic V-Neck T-Shirt,95.0
2025-06-08,Ice Cream,19.0
2025-06-08,Buffalo Chicken Dip,61.0
2025-06-08,Creamy Coleslaw Mix,57.0
2025-06-11,Classic Beef Chili,34.0
2025-06-11,Electric Food Steamer,32.0
2025-06-12,Teriyaki Stir-Fry Sauce,45.0
2025-06-12,Garlic Herb Grilled Chicken,43.0
2025-06-13,Electric Wax Warmer,83.0
2025-06-14,Vegetable Pizza Rolls,58.0
2025-06-14,Laptop Stand,98.0
2025-06-16,Lemon Herb Quinoa,59.0
2025-06-17,Savory Oats,98.0
2025-06-18,Travel Jewelry Organizer,5.0
2025-06-19,Electric Toothbrush,55.0
2025-06-19,Pet Bed,50.0
2025-06-19,V-Neck Sweater,68.0
2025-06-20,Cheesy Cauliflower Bake,51.0
2025-06-22,Grilled Vegetable Medley,89.0
2025-06-22,Children's Garden Tool Set,75.0
2025-06-23,Linen Trousers,87.0
2025-06-23,Yoga Mat,56.0
2025-06-23,Compact Dishwasher,87.0
2025-06-23,Cinnamon Raisin Bread,25.0
2025-06-25,Sesame Noodles,8.0
2025-06-26,Eco-Friendly Beeswax Wraps,29.0
2025-06-28,Bluetooth Headphones,28.0
2025-06-28,Lightweight Travel Backpack,10.0
2025-06-28,Mini Cordless Vacuum Cleaner,42.0
2025-06-29,Caramel Sauce,39.0
2025-06-30,Roasted Garlic Mashed Potatoes,33.0
2025-07-01,Vegetable and Cheese Quesadillas,28.0
2025-07-03,Classic Cheeseburger Mix,3.0
2025-07-04,Flavored Instant Oatmeal,63.0
2025-07-04,Adjustable Garden Rake,66.0
2025-07-04,Spicy Garlic Edamame,73.0
2025-07-05,Ginger Snaps,47.0
2025-07-06,Toasted Coconut Granola,87.0
2025-07-08,Noise Cancelling Ear Muffs,32.0
2025-07-11,Nut Butter Cups,76.0
2025-07-11,Magnet Travel Fridge Magnets,22.0
2025-07-13,Spicy Salsa Verde,18.0
2025-07-15,Electric Toothbrush,50.0
2025-07-15,Roasted Red Pepper Dip,96.0
2025-07-15,Digital Kitchen Timer,46.0
2025-07-16,Sweet Potato & Kale Hash,93.0
2025-07-16,Biodegradable Dog Waste Bags,44.0
2025-07-17,Sun-Dried Tomatoes,91.0
2025-07-18,Weighted Blanket for Adults,58.0
2025-07-19,Artisan Bread Loaf,72.0
2025-07-20,Peach Preserves,33.0
2025-07-21,Coconut Cream Pie Mix,86.0
2025-07-23,Compact Dishwasher,52.0
2025-07-24,Basic V-Neck T-Shirt,71.0
2025-07-24,Diced Tomatoes (canned),29.0
2025-07-25,Creamy Garlic Mashed Potatoes,46.0
2025-07-26,Electric Heat Pad,35.0
2025-07-26,Garlic Herb Cream Cheese,80.0
2025-07-27,Smart Water Bottle with Hydration Reminder,100.0
2025-07-27,Tortilla Chips,94.0
2025-07-28,Non-Stick Grill Mat,98.0
2025-07-28,Relaxed Fit Henley Shirt,15.0
2025-07-29,Portable Water Filter,59.0
2025-07-29,Wall Art Stickers,54.0
2025-07-30,Vanilla Ice Cream,31.0
2025-07-31,Rustic Italian Breads,32.0
2025-07-31,Rolling Cooler,53.0
2025-07-31,Chicken Fajita Kit,63.0
2025-08-01,Eco-Friendly Yoga Blocks,61.0
2025-08-01,Athletic Jogging Jacket,7.0
2025-08-02,Leek and Potato Soup,31.0
2025-08-03,Electric Toothbrush,14.0
2025-08-03,Kids' Building Blocks,80.0
2025-08-04,Portable Pet Water Bottle,90.0
2025-08-04,Fruit Medley Juice,52.0
2025-08-04,Electric Pressure Washer,87.0
2025-08-05,Pet Safety Belt for Car,1.0
2025-08-06,Scented Soy Candles,71.0
2025-08-07,LED Under Cabinet Lighting,71.0
2025-08-07,Kids' Craft Supplies Set,14.0
2025-08-07,Outdoor Inflatable Pool,73.0
2025-08-08,Essential Oil Roller Bottles,34.0
2025-08-08,Chili Powder,20.0
2025-08-09,Pork Chops,54.0
2025-08-09,Chili Con Carne Mix,61.0
2025-08-10,Oven-Baked Chicken Tenders,14.0
2025-08-14,Pineapple Coconut Rice Mix,48.0
2025-08-14,Spicy Chicken Wings,43.0
2025-08-16,Travel Pillow with Memory Foam,84.0
2025-08-17,Basic V-Neck T-Shirt,72.0
2025-08-17,Bamboo Utensil Holder,22.0
2025-08-18,USB Desk Fan,87.0
2025-08-19,Pasta Salad Kit,54.0
2025-08-20,Sweet Potato Chips,72.0
2025-08-21,LED Camping Lantern with USB Charging,33.0
2025-08-21,Chili Powder,50.0
2025-08-21,Mashed Sweet Potatoes,63.0
2025-08-23,Travel Pillow,39.0
2025-08-23,Savory Snack Mix,9.0
2025-08-24,Beard Grooming Kit,77.0
2025-08-25,Relaxed Fit Henley Shirt,16.0
2025-08-25,Wireless Printer,5.0
2025-08-26,Magnetic Spice Containers,45.0
2025-08-26,Action Camera,32.0
2025-08-26,Guitar Tuner,68.0
2025-08-26,Sweet Corn,66.0
2025-08-28,Wireless Gaming Headset,39.0
2025-08-28,Lemon Basil Pasta Sauce,84.0
2025-08-29,Kids' Outdoor Explorer Kit,37.0
2025-08-29,Low-Fat Yogurt,80.0
2025-08-29,Cereal Dispenser with Portion Control,19.0
2025-08-31,Electric Wine Opener,40.0
2025-08-31,Tea Infuser,12.0
2025-09-02,High-Top Leather Boots,35.0
2025-09-03,Chiffon Blouse,20.0
2025-09-03,Eco-Friendly Yoga Mat,34.0
2025-09-04,Black Bean & Corn Salad,10.0
2025-09-04,Shoe Organizer,91.0
2025-09-04,Portable Hand Warmer,42.0
2025-09-04,Outdoor Camping Hammock,97.0
2025-09-04,Beef Chili,15.0
2025-09-05,Garden Vegetable Soup,99.0
2025-09-05,Savory Italian Herbs,55.0
2025-09-07,Herbed Couscous,41.0
2025-09-07,Bamboo Cutting Board Set,97.0
2025-09-07,Smart Home Security Camera,49.0
2025-09-09,Tomato Basil Soup,30.0
2025-09-10,Motion Sensor Light,23.0
2025-09-11,Air Fryer,86.0
2025-09-12,Sesame Garlic Noodles,29.0
2025-09-12,Portable Phone Charger,77.0
2025-09-13,Warm Knit Beanie,35.0
2025-09-14,Pepper Jack Cheese Slices,33.0
2025-09-15,Watercolor Set,6.0
2025-09-15,Camping Chair with Cooler,29.0
2025-09-16,Leather Notebook Cover,10.0
2025-09-17,Smart Scale,59.0
2025-09-18,Almond Joy Protein Bars,44.0
2025-09-18,Asian Noodle Salad Kit,28.0
2025-09-19,Silicone Cooking Utensils Set,70.0
2025-09-19,Rustic Italian Bread,79.0
2025-09-20,Berries Medley,89.0
2025-09-22,Cherry Almond Protein Bar,76.0
2025-09-22,Nutty Quinoa Salad,39.0
2025-09-23,Electric Griddle with Removable Plates,79.0
2025-09-24,Wall-Mounted Organizer,67.0
2025-09-24,Ripped Boyfriend Jeans,16.0
2025-09-24,Almond Crunch Granola Bars,73.0
2025-09-26,Maple Cinnamon Granola Bars,46.0
2025-09-26,Portable Hand Warmer,99.0
2025-09-26,Smartphone Camera Lens Kit,54.0
2025-09-27,Pet Grooming Gloves,22.0
2025-09-28,Travel Organizer,13.0
2025-09-28,Rice Pudding,59.0
2025-09-30,Savory Mushroom Risotto,22.0
2025-09-30,Peanut Butter Filled Pretzels,95.0
2025-10-01,Kids' Dinosaur-Themed Lunchbox,49.0
2025-10-01,LED Strip Lights,62.0
2025-10-01,LED Desk Lamp,62.0
2025-10-03,Microwave Popcorn Maker,17.0
2025-10-03,Workstation Laptop Stand,78.0
2025-10-04,Baby Monitor,89.0
2025-10-05,Motion Sensor Light,60.0
2025-10-05,Sports Water Bottle with Infuser,38.0
2025-10-06,LED Desk Lamp with USB Charging Port,50.0
2025-10-06,Foldable Yoga Mat,72.0
2025-10-07,Leather Crossbody Bag,24.0
2025-10-07,Baked Potato Chips,79.0
2025-10-07,High-Speed Hand Blender,74.0
2025-10-09,Electric Pressure Washer,89.0
2025-10-11,Sweet Corn,86.0
2025-10-11,Honey Butter Popcorn,9.0
2025-10-11,Hiking Boots,66.0
2025-10-12,Mixed Berry Smoothie Pack,92.0
2025-10-12,Beef Tacos,55.0
2025-10-12,Wall-Mounted Bookshelf,41.0
2025-10-13,Luxury Bathrobe,90.0
2025-10-14,Frozen Edamame,84.0
2025-10-15,Maple Chipotle Glaze,48.0
2025-10-15,Smashed Avocado with Lime,55.0
2025-10-16,Mango Chili Salsa,12.0
2025-10-16,Breathable Face Mask Set,22.0
2025-10-17,Eco-Friendly Beeswax Wraps,4.0
2025-10-18,Cranberry Lime Sparkling Water,72.0
2025-10-18,Self-Cleaning Cat Litter Box,92.0
2025-10-19,Dried Apricots,18.0
2025-10-21,Biodegradable Phone Case,67.0
2025-10-21,Apple Pie Filling,81.0
2025-10-22,Adjustable Kneeling Pad,47.0
2025-10-23,Peanut Butter Cookies,18.0
2025-10-24,Wireless Charging Pad,41.0
2025-10-25,Nut Mix,26.0
2025-10-26,Portable Air Pump,11.0
2025-10-27,Falafel Mix,80.0
2025-10-28,Dark Chocolate Almond Butter Cups,64.0
2025-10-31,Smartphone Photography Tripod,40.0
2025-10-31,Pet Carrier,1.0
2025-11-01,Whisk Set,100.0
2025-11-02,BBQ Jackfruit,76.0
2025-11-02,Mixed Nuts,29.0
2025-11-02,Coconut Chia Pudding,97.0
2025-11-04,Lightweight Workout Tank,98.0
2025-11-07,Cilantro Lime Rice,93.0
2025-11-07,Hydration Backpack,39.0
2025-11-07,Inflatable Paddle Board,66.0
2025-11-08,Mango Chunks,14.0
2025-11-08,Buffalo Style Cauliflower Bites,89.0
2025-11-09,Personal Blender,43.0
2025-11-09,Bluetooth Headphones,19.0
2025-11-10,Compact Shoe Rack,100.0
2025-11-11,Cauliflower Gnocchi,22.0
2025-11-11,Garlic Parmesan Roasted Potatoes,84.0
2025-11-13,Pesto Genovese,29.0
2025-11-14,Sliced Cucumbers,92.0
2025-11-15,Organic Green Lentils,74.0
2025-11-15,Sliced Bell Peppers,44.0
2025-11-16,Car Vacuum Cleaner,54.0
2025-11-17,Wall Art Stickers,4.0
2025-11-17,Couscous,96.0
2025-11-17,Yoga Blocks,45.0
2025-11-18,Vegetarian Sausage Links,83.0
2025-11-18,Smoky BBQ Jackfruit,70.0
2025-11-18,Italian Meatballs,1.0
2025-11-19,Peas (frozen),26.0
2025-11-20,Teriyaki Sauce,26.0
2025-11-20,Compost Bin,70.0
2025-11-20,Adjustable Garden Rake,59.0
2025-11-21,Garlic Herb Seasoning,26.0
2025-11-21,BBQ Jackfruit,56.0
2025-11-21,Spinach and Feta Stuffed Chicken Breast,85.0
2025-11-23,Apple Cinnamon Granola,99.0
2025-11-24,Electric Opener for Jars and Bottles,77.0
2025-11-24,Creamy Coleslaw Mix,11.0
2025-11-25,Sweet Potatoes (organic),20.0
2025-11-25,Microfiber Cleaning Cloth Set,78.0
2025-11-26,Roasted Red Pepper Dip,14.0
2025-11-26,Kids' Science Experiment Kit,46.0
2025-11-26,Honey,92.0
2025-11-27,Ice Cream Scoop,100.0
2025-11-27,Infrared Thermometer,93.0
2025-11-30,Multi-Function Smartphone Holder,72.0
2025-12-01,Nut Mix,49.0
2025-12-02,Children's Musical Instrument Set,34.0
2025-12-02,Elderberry Syrup Kit,44.0
2025-12-03,Portable Pet Water Bottle,24.0
2025-12-03,Thai Peanut Noodles,8.0
2025-12-05,Pet Water Bottle,43.0
2025-12-08,Organic Lentil Soup,90.0
2025-12-09,Laptop Backpack,18.0
2025-12-11,Cork Yoga Mat,85.0
2025-12-11,Vegetable Potstickers,51.0
2025-12-11,Cinnamon Roll Kit,25.0
2025-12-12,Folding Table,25.0
2025-12-13,Smartphone Tripod with Remote,57.0
2025-12-13,Stylish Wide-Leg Trousers,16.0
2025-12-14,Quinoa and Kale Salad Kit,14.0
2025-12-14,Fresh Basil,69.0
2025-12-15,Indoor Grill,13.0
2025-12-15,Children's Musical Instrument Set,14.0
2025-12-17,Organic Almonds,3.0
2025-12-17,Insulated Coffee Mug,100.0
2025-12-18,Mechanical Pencil Set,66.0
2025-12-19,Manual Coffee Grinder,73.0
2025-12-19,Trail Mix (Deluxe),94.0
2025-12-20,Portable Air Compressor,10.0
2025-12-21,Organic Granola,47.0
2025-12-21,Coconut Yogurt,87.0
2025-12-22,Herb Drying Rack,7.0
2025-12-24,Herb Seasoned Couscous,20.0
2025-12-24,Honey Roasted Chickpeas,17.0
2025-12-25,Organic Almond Flour,73.0
2025-12-25,Dish Rack,18.0
2025-12-27,Wireless Earbud Silicone Covers,85.0
2025-12-27,Chunky Knit Sweater,28.0
2025-12-28,Cinnamon Sugar Popcorn,29.0
2025-12-28,Smartphone Stand,61.0
2025-12-28,Cajun Seasoning,47.0
2025-12-29,Mobile Workbench,64.0
2025-12-29,Lightweight Backpacking Tent,100.0
2025-12-29,Electric Nail File Kit,33.0
2025-12-30,Vegetable Spring Rolls,15.0
2025-12-31,Mini Projector,94.0
2025-12-31,Adjustable Pet Feeder,61.0
2026-01-01,Oven-Baked Potato Chips,39.0
2026-01-02,Organic Whole Wheat Flour,58.0
2026-01-03,Magnetic Whiteboard,86.0
2026-01-05,Herb Drying Rack,10.0
2026-01-05,Honey Sesame Cashews,34.0
2026-01-05,Chickpeas,36.0
2026-01-06,Sliced Olives,4.0
2026-01-07,Incense Holder,47.0
2026-01-07,Apple Cinnamon Oatmeal,4.0
2026-01-07,Silicone Wine Glasses,79.0
2026-01-08,Adjustable Dog Harness,24.0
2026-01-09,Sliced Olives,45.0
2026-01-09,Electric Egg Cooker,8.0
2026-01-10,Smart Thermos,65.0
2026-01-10,Savory Breakfast Sausage,42.0
2026-01-10,Maple Breakfast Sausage,83.0
2026-01-10,Digital Stopwatch Timer,91.0
2026-01-12,Travel Jewelry Organizer,49.0
2026-01-12,Car Emergency Kit,27.0
2026-01-12,Electric Rice Cooker with Steamer,50.0
2026-01-12,Electric Rice Cooker,13.0
2026-01-14,Portable Water Filter,54.0
2026-01-15,Bird Feeder,67.0
2026-01-17,Greek Yogurt Parfait,10.0
2026-01-17,Wireless Security System,50.0
2026-01-18,Banana Chips,99.0
2026-01-19,Pesto Pasta Salad,4.0
2026-01-20,Vegan Mac & Cheese,46.0
2026-01-21,Sweet Chili Thai Sauce,86.0
2026-01-23,Mediterranean Chickpea Bowl,30.0
2026-01-24,Spinach and Feta Wraps,53.0
2026-01-25,Silicone Ice Cube Tray,60.0
2026-01-25,Dark Chocolate Almond Butter Cups,35.0
2026-01-27,Handheld Vacuum,15.0
2026-01-28,Ceramic Bakeware Set,74.0
2026-01-28,Foot Spa Bath Massager,7.0
2026-01-31,Digital Photo Frame,43.0
2026-02-01,Portable Hand Warmer,91.0
2026-02-01,Stainless Steel Cutlery Set,87.0
2026-02-02,Marinara Parmesan Baked Ziti,87.0
2026-02-03,Chia Seed Pudding Mix,95.0
2026-02-04,Maple Syrup,72.0
2026-02-04,Savory Snack Mix,60.0
2026-02-05,Honey Garlic Chicken,27.0
2026-02-05,Adjustable Kitchen Broom Stand,87.0
2026-02-06,Crispy Onion Rings,19.0
2026-02-07,Fitness Balance Ball,49.0
